simple_spread_edge,simple_spread_edge_abs,simple_spread,enhanced_spread_edge,enhanced_spread_edge_abs,enhanced_spread,avg_spread_edge,avg_spread_edge_abs,spread_agreement,spread_model_diff,vegas_spread,vegas_spread_abs,big_favorite,close_game,recent_spread_acc,home_games,away_games,combined_games,home_rest,away_rest,rest_diff,home_b2b,away_b2b,season_progress,early_season,mid_season,late_season,neutral_site,conference_game,actual_spread,spread_with_model_wins,spread_fade_model_wins,season
-8.095292204885356,8.095292204885356,-6.5952922048853555,-9.858957026813915,9.858957026813915,-8.358957026813915,-8.977124615849636,8.977124615849636,1,1.7636648219285593,1.5,1.5,0,1,0.55,0.3,0.3,0.3,2,5,-3,0,0,0.2436,1,0,0,0,0,-3,1,0,2024
-2.7357968252968217,2.7357968252968217,0.7642031747031783,-2.1117943939986583,2.1117943939986583,1.3882056060013417,-2.42379560964774,2.42379560964774,1,0.6240024312981634,3.5,3.5,0,1,0.5714285714285714,0.35,0.3,0.325,1,1,0,0,0,0.2438,1,0,0,0,0,7,0,1,2024
20.4992444650921,20.4992444650921,1.9992444650921,12.737459385729904,12.737459385729904,-5.762540614270096,16.618351925411,16.618351925411,1,7.761785079362196,-18.5,18.5,1,0,0.5454545454545454,0.35,0.35,0.35,2,0,2,0,1,0.244,1,0,0,0,0,-1,1,0,2024
-3.597628314320211,3.597628314320211,-10.097628314320211,-7.958140385960249,7.958140385960249,-14.458140385960249,-5.77788435014023,5.77788435014023,1,4.360512071640038,-6.5,6.5,0,0,0.5652173913043478,0.35,0.3,0.325,1,2,-1,0,0,0.2442,1,0,0,0,0,-1,0,1,2024
0.5199347119313273,0.5199347119313273,-7.980065288068673,-3.192188961079893,3.192188961079893,-11.692188961079893,-1.3361271245742827,1.3361271245742827,0,3.71212367301122,-8.5,8.5,0,0,0.5416666666666666,0.3,0.3,0.3,5,5,0,0,0,0.2444,1,0,0,0,0,-1,0,1,2024
-3.976860333508495,3.976860333508495,-0.4768603335084949,0.3517861945850802,0.3517861945850802,3.85178619458508,-1.8125370694617073,1.8125370694617073,0,4.328646528093575,3.5,3.5,0,1,0.52,0.3,0.25,0.275,1,2,-1,0,0,0.2446,1,0,0,0,1,14,0,1,2024
-11.151792887464662,11.151792887464662,-11.651792887464662,-5.149362182623646,5.149362182623646,-5.649362182623646,-8.150577535044153,8.150577535044153,1,6.002430704841016,-0.5,0.5,0,1,0.5,0.3,0.35,0.325,2,1,1,0,0,0.2448,1,0,0,0,0,-9,1,0,2024
1.0664373922405908,1.0664373922405908,-12.43356260775941,-0.6073242422030773,0.6073242422030773,-14.107324242203077,0.2295565750187567,0.2295565750187567,0,1.673761634443668,-13.5,13.5,1,0,0.5185185185185185,0.35,0.3,0.325,1,1,0,0,0,0.245,1,0,0,0,0,2,1,0,2024
-5.51509714595564,5.51509714595564,3.4849028540443596,-7.183479339019562,7.183479339019562,1.816520660980438,-6.349288242487601,6.349288242487601,1,1.6683821930639215,9.0,9.0,0,0,0.5357142857142857,0.35,0.3,0.325,1,1,0,0,0,0.2452,1,0,0,0,0,8,1,0,2024
1.9344366468760565,1.9344366468760565,-0.5655633531239435,7.450497607347631,7.450497607347631,4.950497607347631,4.692467127111843,4.692467127111843,1,5.516060960471575,-2.5,2.5,0,1,0.5517241379310345,0.35,0.3,0.325,1,2,-1,0,0,0.2454,1,0,0,0,1,8,1,0,2024
